"tPi_ns","Delta_g3_minus_g3prime","clean_infidelity","clean_leakage","qs_infidelity","qs_leakage","onef_infidelity","onef_leakage"
184.26072420945502,4.7,5.7610582970824e-12,5.761169319384862e-12,0.0000408125727415759,1.3732126247278932e-7,0.000017560147125665893,2.1071470102607127e-7
180.42195912175805,4.8,3.929967462568129e-12,3.929967462568129e-12,0.000034013071618399505,1.0850897305736407e-7,0.00001877068580854402,2.2501645802253113e-7
176.73987832335482,4.9,2.4156232569794156e-12,2.4156232569794156e-12,0.00003641429094408788,1.1679044623846835e-7,0.000019009611382253543,2.0865566672190195e-7
173.20508075688772,5,1.6124879209655774e-12,1.6124879209655774e-12,0.000030661502287402944,1.0604908135147806e-7,0.00001630772881481779,2.0772038040905994e-7
169.8089027028311,5.1000000000000005,1.6121548540581898e-12,1.6121548540581898e-12,0.00003172569115292012,1.061731793206011e-7,0.000014984638521771121,2.0079539688189208e-7
166.5433468816228,5.2,2.3372415114408795e-12,2.3372415114408795e-12,0.00003228225878159685,9.4110165080874e-8,0.000015002885302847768,1.8566132472419562e-7
163.40101958196956,5.3,3.535949311128661e-12,3.5360603334311236e-12,0.000030038674534406673,9.885996251957075e-8,0.000015106988548285182,2.0135569807788744e-7
160.375074774896,5.4,4.919731289021456e-12,4.919509244416531e-12,0.000028772784006503847,1.0789330163907263e-7,0.000015519553572455048,2.0009110455299072e-7
157.45916432444338,5.5,6.177724998224221e-12,6.177724998224221e-12,0.000027356887137445773,9.845104741168509e-8,0.000015410491341893983,1.9669414230483184e-7
154.64739353293544,5.6000000000000005,7.121525591458067e-12,7.121525591458067e-12,0.000030135169258707627,9.822858535846191e-8,0.000013914620806639855,2.0069441390602183e-7
151.934281365691,5.7,7.60935758847836e-12,7.60935758847836e-12,0.000033730204968083214,1.1870263886437638e-7,0.000012288408807255568,1.9694424480576344e-7
149.31472479042043,5.800000000000001,7.609468610780823e-12,7.609468610780823e-12,0.00002634488389405165,1.1028248372402239e-7,0.000013409417234663823,2.0998306728248206e-7
146.78396674312518,5.9,7.187139772213413e-12,7.187028749910951e-12,0.000022365151124663084,9.70218426188385e-8,0.000012742009689502565,1.981075918316977e-7
144.33756729740642,6,6.418865439172805e-12,6.418865439172805e-12,0.000021349919758066884,1.1371954320604783e-7,0.000010808122582713352,1.8740704685216159e-7
141.9713776695801,6.1000000000000005,5.4393156645460294e-12,5.439204642243567e-12,0.000027235546147087454,1.1845790976183767e-7,0.00001338631602247231,1.9513233355472613e-7
139.68151673942558,6.2,4.385269924966906e-12,4.385158902664443e-12,0.00002710686410504981,1.0919763785921522e-7,0.000010670954253571008,2.0063383656787615e-7
137.46434980705374,6.300000000000001,3.3743008387432383e-12,3.3741898164407758e-12,0.000028106695676350936,1.1436500420292095e-7,0.000011422687825350941,1.9614095658759823e-7
135.31646934131854,6.4,2.5002222514558525e-12,2.5002222514558525e-12,0.000020547817320026862,1.10961089470063e-7,0.0000102657679345175,1.8010049938399496e-7
133.23467750529824,6.5,1.8562928971732617e-12,1.8561818748707992e-12,0.000021302770804710878,1.1558775346420802e-7,0.000012103563216068758,1.764586431252102e-7
131.21597027036947,6.6000000000000005,1.4492851363456793e-12,1.4492851363456793e-12,0.000023906134131066457,1.0238731702916226e-7,0.000012056661827293259,1.9025746880563242e-7
129.25752295290127,6.7,1.3350431871117507e-12,1.3351542094142133e-12,0.00002440518527853486,1.1472143847057748e-7,0.000011464086348978441,1.8765867519088265e-7
127.35667702712331,6.800000000000001,1.4717116414431075e-12,1.4714895968381825e-12,0.000018219796696756218,1.09704598044158e-7,0.000011058457134200949,1.8998719372886886e-7
125.51092808470123,6.9,1.8246515409714448e-12,1.8246515409714448e-12,0.000021224799689226194,1.178149071856538e-7,0.000011444856158085438,1.818993349372855e-7
123.71791482634836,7,2.3688828676426965e-12,2.3686608230377715e-12,0.000021816787112560743,9.614434943849837e-8,0.000010544400630990159,1.8268783215424912e-7
121.97540898372372,7.1000000000000005,3.036682016954728e-12,3.036682016954728e-12,0.000020491715038730707,1.1198581629345838e-7,0.00000989184500817919,1.7182499077894599e-7
120.28130608117203,7.2,3.784528246342234e-12,3.7843062017373086e-12,0.000021845441767947004,1.0321712865413168e-7,0.000010034242914179203,1.799285822529084e-7
118.63361695677241,7.300000000000001,4.549360888006504e-12,4.5492498657040414e-12,0.000019325904603094135,1.1853998112487662e-7,0.000009862314278685224,1.6760383490688202e-7
117.03045997087007,7.4,5.3015369871900475e-12,5.301425964887585e-12,0.000017584415188508505,1.0395916045458087e-7,0.000009687017100249995,1.6113439083476066e-7
115.47005383792515,7.5,5.991984686204432e-12,5.991984686204432e-12,0.000017342077445337,1.1954156570237463e-7,0.000008407846629900351,1.6658648224032734e-7
113.95071102426823,7.6000000000000005,6.582290268397628e-12,6.582290268397628e-12,0.000018257524604908815,1.0970439759450112e-7,0.000008416624824435503,1.8193078948514073e-7
112.47083166031669,7.7,7.056577544517495e-12,7.056577544517495e-12,0.00001885622686174093,1.2236896073769544e-7,0.000008465115468437867,1.7874355055735868e-7
111.02889792108186,7.800000000000001,7.399525436824206e-12,7.399414414521743e-12,0.000021022849456828198,1.2099029664647266e-7,0.000009539517754213466,1.6115798972982098e-7
